id,fips,econ_year,unemp_rate,num_unemployed
6341,54031,2019,5.2,300
6342,54033,2019,4.5,1545
6343,54035,2019,5,676
6344,54037,2019,3.1,955
6345,54039,2019,4.6,3809
6346,54041,2019,6.2,424
6347,54043,2019,6.3,459
6348,54045,2019,5.9,664
6349,54047,2019,9.2,409
6350,54049,2019,5.1,1311
6351,54051,2019,6.4,905
6352,54053,2019,6,615
6353,54055,2019,5.7,1199
6354,54057,2019,5.7,723
6355,54059,2019,6.8,469
6356,54061,2019,3.6,1998
6357,54063,2019,4.4,263
6358,54065,2019,3.9,321
6359,54067,2019,6.3,602
6360,54069,2019,4.5,961
6361,54071,2019,3.9,144
6362,54073,2019,6.9,200
6363,54075,2019,5.7,221
6364,54077,2019,4.6,715
6365,54079,2019,4.4,1177
6366,54081,2019,4.7,1434
6367,54083,2019,5.9,739
6368,54085,2019,5.7,252
6369,54087,2019,9.6,493
6370,54089,2019,5.5,240
6371,54091,2019,4.9,386
6372,54093,2019,5.2,174
6373,54095,2019,7.7,245
6374,54097,2019,6,576
6375,54099,2019,5.4,856
6376,54101,2019,6.3,209
6377,54103,2019,7.3,482
6378,54105,2019,7.8,182
6379,54107,2019,5.1,1884
6380,54109,2019,7,467
6381,55000,2019,3.3,101300
6382,55001,2019,5,403
6383,55003,2019,4.7,368
6384,55005,2019,3.9,944
6385,55007,2019,5.5,411
6386,55009,2019,3.1,4308
6387,55011,2019,4.1,262
6388,55013,2019,5.2,368
6389,55015,2019,2.8,757
6390,55017,2019,3.7,1236
6391,55019,2019,3.2,569
6392,55021,2019,3,953
6393,55023,2019,4.1,312
6394,55025,2019,2.4,7717
6395,55027,2019,3,1397
6396,55029,2019,3.7,562
6397,55031,2019,4.1,941
6398,55033,2019,3.5,834
6399,55035,2019,3,1752
6400,55037,2019,4.6,102
6401,55039,2019,2.9,1648
6402,55041,2019,5.1,202
6403,55043,2019,3.2,876
6404,55045,2019,2.8,590
6405,55047,2019,3.8,359
6406,55049,2019,2.8,384
6407,55051,2019,5.9,149
6408,55053,2019,3.8,388
6409,55055,2019,3.1,1396
6410,55057,2019,3.2,434
6411,55059,2019,3.9,3462
6412,55061,2019,3.2,346
6413,55063,2019,2.8,1873
6414,55065,2019,2.6,261
6415,55067,2019,4.1,376
6416,55069,2019,3.6,544
6417,55071,2019,3.3,1358
6418,55073,2019,2.8,2079
6419,55075,2019,4.5,867
6420,55077,2019,3.8,295
6421,55078,2019,8.1,128
6422,55079,2019,3.9,18211
6423,55081,2019,2.9,686
6424,55083,2019,3.5,724
6425,55085,2019,4.2,751
6426,55087,2019,2.9,3000
6427,55089,2019,2.8,1370
6428,55091,2019,3.6,149
6429,55093,2019,3.3,835
6430,55095,2019,3.9,965
6431,55097,2019,3.2,1225
6432,55099,2019,4.3,278
6433,55101,2019,4,3925
6434,55103,2019,3.1,283
6435,55105,2019,3.7,3108
6436,55107,2019,4.8,320
6437,55109,2019,3.3,1651
6438,55111,2019,2.9,1015
6439,55113,2019,4.6,367
6440,55115,2019,3.2,663
6441,55117,2019,2.7,1665
6442,55119,2019,3.6,391
6443,55121,2019,3.5,560
6444,55123,2019,3.2,491
6445,55125,2019,4.1,420
6446,55127,2019,3.2,1854
6447,55129,2019,4,311
6448,55131,2019,2.8,2161
6449,55133,2019,2.9,6428
6450,55135,2019,3.2,825
6451,55137,2019,4,454
6452,55139,2019,3,2693
6453,55141,2019,3.7,1309
6454,56000,2019,3.7,11007
6455,56001,2019,3.2,651
6456,56003,2019,4.4,231
6457,56005,2019,3.8,891
6458,56007,2019,3.5,272
6459,56009,2019,2.9,250
6460,56011,2019,3.3,124
6461,56013,2019,4.5,859
6462,56015,2019,3.8,246
6463,56017,2019,3.5,78
6464,56019,2019,3.7,157
6465,56021,2019,3.5,1759
6466,56023,2019,3.4,312
6467,56025,2019,4,1620
6468,56027,2019,2.8,35
6469,56029,2019,4.2,646
6470,56031,2019,3.6,164
6471,56033,2019,3.6,571
6472,56035,2019,4.7,193
6473,56037,2019,4,856
6474,56039,2019,2.8,449
6475,56041,2019,4,368
6476,56043,2019,4.1,162
6477,56045,2019,3,115
6478,72000,2019,8.3,90489
6479,72001,2019,15.3,637
6480,72003,2019,10.1,1203
6481,72005,2019,10.3,1490
6482,72007,2019,9.2,600
6483,72009,2019,10.4,676
6484,72011,2019,8.4,748
6485,72013,2019,9.6,2289
6486,72015,2019,13.4,630
6487,72017,2019,11.3,671
6488,72019,2019,8.6,641
6489,72021,2019,6.3,4065
6490,72023,2019,8.7,1179
6491,72025,2019,6.8,3232
6492,72027,2019,8.6,813
6493,72029,2019,6.6,1058
6494,72031,2019,5.9,3590
6495,72033,2019,7.2,560
6496,72035,2019,7,1130
6497,72037,2019,10.5,384
6498,72039,2019,11.1,407
6499,72041,2019,6.8,1055
6500,72043,2019,12.3,1223
6501,72045,2019,8.9,437
6502,72047,2019,9.1,815
6503,72049,2019,3.1,28
6504,72051,2019,5.7,753
6505,72053,2019,10.8,1169
6506,72054,2019,10.9,360
6507,72055,2019,14.8,590
6508,72057,2019,12,1343
6509,72059,2019,13.8,701
6510,72061,2019,4.1,1536
6511,72063,2019,5.7,1039
6512,72065,2019,12.2,1667
6513,72067,2019,8.6,464
6514,72069,2019,10.1,1731
6515,72071,2019,9,1122
6516,72073,2019,14.1,598
6517,72075,2019,9.9,1504
6518,72077,2019,8.3,1029
6519,72079,2019,12.8,663
6520,72081,2019,14.7,1026
6521,72083,2019,11.6,307
6522,72085,2019,8.9,1013
6523,72087,2019,7.7,639
6524,72089,2019,9.5,589
6525,72091,2019,8,914
6526,72093,2019,13.7,262
6527,72095,2019,15.1,442
6528,72097,2019,10.6,2306
6529,72099,2019,10.5,1097
6530,72101,2019,9.1,727
6531,72103,2019,8.8,728
6532,72105,2019,8.4,597
6533,72107,2019,10.2,506
6534,72109,2019,15.6,677
6535,72111,2019,14.1,832
6536,72113,2019,9.7,4396
6537,72115,2019,11.6,709
6538,72117,2019,13.7,654
6539,72119,2019,7.3,1234
6540,72121,2019,13.1,798
6541,72123,2019,14.4,1033
6542,72125,2019,11.3,1094
6543,72127,2019,5.6,7387
6544,72129,2019,8.8,1025
6545,72131,2019,13.6,1407
6546,72133,2019,11,970
6547,72135,2019,5.6,1538
6548,72137,2019,5.8,1677
6549,72139,2019,4.9,1310
6550,72141,2019,11.3,751
6551,72143,2019,8.1,792
6552,72145,2019,9.6,1262
6553,72147,2019,7,183
6554,72149,2019,15.8,1185
6555,72151,2019,13.1,1155
6556,72153,2019,14.6,1442
6557,0,2018,3.9,6288584
6558,1000,2018,3.9,86315
6559,1001,2018,3.6,941
6560,1003,2018,3.6,3445
6561,1005,2018,5.1,430
6562,1007,2018,4,340
6563,1009,2018,3.5,874
6564,1011,2018,4.6,221
6565,1013,2018,4.7,423
6566,1015,2018,4.6,2129
6567,1017,2018,3.9,595
6568,1019,2018,3.6,415
6569,1021,2018,3.6,704
6570,1023,2018,5.5,258
6571,1025,2018,7.4,566
6572,1027,2018,3.8,228
6573,1029,2018,4.2,245
6574,1031,2018,3.9,820
6575,1033,2018,4.6,1070
6576,1035,2018,5.2,232
6577,1037,2018,4.1,182
6578,1039,2018,4.6,711
6579,1041,2018,4,256
6580,1043,2018,3.3,1240
6581,1045,2018,4.2,838
6582,1047,2018,6.5,958
6583,1049,2018,3.8,1144
6584,1051,2018,3.4,1284
6585,1053,2018,4.5,646
6586,1055,2018,4.1,1758
6587,1057,2018,4.1,264
6588,1059,2018,3.7,527
6589,1061,2018,3.9,425
6590,1063,2018,6.6,189
6591,1065,2018,5.1,301
6592,1067,2018,4.4,300
6593,1069,2018,4,1828
6594,1071,2018,4.1,950
6595,1073,2018,3.7,11627
6596,1075,2018,3.8,216
6597,1077,2018,4.2,1757
6598,1079,2018,4.1,578
6599,1081,2018,3.6,2718
6600,1083,2018,3.5,1516
6601,1085,2018,7.3,262
6602,1087,2018,5.4,422
6603,1089,2018,3.5,6250
6604,1091,2018,4.9,373
6605,1093,2018,4.1,510
6606,1095,2018,3.4,1438
6607,1097,2018,4.7,8768
6608,1099,2018,6.1,437
6609,1101,2018,4,4197
6610,1103,2018,3.5,1978
6611,1105,2018,6.5,220
6612,1107,2018,4.6,353
6613,1109,2018,4.5,685
6614,1111,2018,4,382
6615,1113,2018,4,958
6616,1115,2018,3.5,1386
6617,1117,2018,2.8,3227
6618,1119,2018,5.8,279
6619,1121,2018,4.2,1494
6620,1123,2018,4.1,736
6621,1125,2018,3.6,3703
6622,1127,2018,4.2,1057
6623,1129,2018,5.8,386
6624,1131,2018,9.5,260
6625,1133,2018,4.2,407
6626,2000,2018,5.9,21166
6627,2010,2018,0,0
6628,2013,2018,2.8,65
6629,2016,2018,3.2,116
6630,2020,2018,5,7501
6631,2050,2018,11.7,839
6632,2060,2018,5.6,25
6633,2068,2018,7.2,77
6634,2070,2018,7.4,149
6635,2090,2018,5.2,2393
6636,2100,2018,8.8,97
6637,2105,2018,11.5,132
6638,2110,2018,4,689
6639,2122,2018,6.9,1849
6640,2130,2018,5.5,385
6641,2150,2018,5.4,330
6642,2158,2018,18.2,488
6643,2164,2018,10.2,76
6644,2170,2018,6.8,3297
6645,2180,2018,10.4,428
6646,2185,2018,6.3,214
6647,2188,2018,12.6,370
6648,2195,2018,7.9,110
6649,2198,2018,9.8,284
6650,2201,2018,0,0
6651,2220,2018,3.8,166
6652,2230,2018,8.7,73
6653,2232,2018,0,0
6654,2240,2018,8.8,259
6655,2261,2018,6.7,326
6656,2275,2018,6.3,66
6657,2280,2018,0,0
6658,2282,2018,7.3,18
6659,2290,2018,13.6,345
6660,4000,2018,4.8,164928
6661,4001,2018,9.9,2042
6662,4003,2018,5.6,2778
6663,4005,2018,5.5,4207
6664,4007,2018,5.8,1246
6665,4009,2018,5.1,754
6666,4011,2018,4.1,177
6667,4012,2018,6.2,556
6668,4013,2018,4.1,91761
6669,4015,2018,5.7,4850
6670,4017,2018,7.7,3106
6671,4019,2018,4.4,21515
6672,4021,2018,5,8993
6673,4023,2018,9.2,1778
6674,4025,2018,4.4,4656
6675,4027,2018,17,16509
6676,5000,2018,3.7,49384
6677,5001,2018,3.3,301
6678,5003,2018,5.3,412
6679,5005,2018,4.1,671
6680,5007,2018,2.9,3879
6681,5009,2018,3.5,552
6682,5011,2018,4.3,193
6683,5013,2018,3.8,93
6684,5015,2018,3.2,403
6685,5017,2018,6.7,226
6686,5019,2018,3.7,355
6687,5021,2018,4.3,250
6688,5023,2018,4.5,409
6689,5025,2018,3.8,124
6690,5027,2018,4.7,422
6691,5029,2018,4.3,353
6692,5031,2018,3,1646
6693,5033,2018,3.5,952
6694,5035,2018,4.3,912
6695,5037,2018,4.1,304
6696,5039,2018,4.2,119
6697,5041,2018,4.5,242
6698,5043,2018,4.8,380
6699,5045,2018,3.2,1996
6700,5047,2018,3.5,261
6701,5049,2018,4,191
6702,5051,2018,4,1630
6703,5053,2018,3.1,255
6704,5055,2018,3.4,684
6705,5057,2018,3.5,344
6706,5059,2018,3.7,520
6707,5061,2018,3.4,201
6708,5063,2018,4,654
6709,5065,2018,5.4,265
6710,5067,2018,6,348
6711,5069,2018,5.2,1452
6712,5071,2018,4.5,469
6713,5073,2018,5.1,127
6714,5075,2018,3.9,266
6715,5077,2018,4.8,138
6716,5079,2018,4.2,170
6717,5081,2018,5.2,284
6718,5083,2018,4,347
6719,5085,2018,3.2,1077
6720,5087,2018,2.9,211
6721,5089,2018,4.1,266
6722,5091,2018,4.8,933
6723,5093,2018,5.6,974
6724,5095,2018,4.2,114
6725,5097,2018,4.7,143
6726,5099,2018,3.4,125
6727,5101,2018,3.3,110
6728,5103,2018,4.6,445
6729,5105,2018,4.1,173
6730,5107,2018,6,396
6731,5109,2018,4,174
6732,5111,2018,3.8,386
6733,5113,2018,4.1,328
6734,5115,2018,4.4,1277
6735,5117,2018,3.8,136
6736,5119,2018,3.4,6484
6737,5121,2018,4,284
6738,5123,2018,5.1,419
6739,5125,2018,3,1786
6740,5127,2018,3.6,158
6741,5129,2018,4.3,126
6742,5131,2018,3.5,2009
6743,5133,2018,4.6,255
6744,5135,2018,4.7,274
6745,5137,2018,4.5,214
6746,5139,2018,5.5,872
6747,5141,2018,5.2,308
6748,5143,2018,2.6,3190
6749,5145,2018,4.3,1458
6750,5147,2018,4.7,131
6751,5149,2018,4.1,352
6752,6000,2018,4.3,821490
6753,6001,2018,3.1,25794
6754,6003,2018,4.6,25
6755,6005,2018,4.1,602
6756,6007,2018,5.1,5180
6757,6009,2018,4.1,858
6758,6011,2018,13.3,1442
6759,6013,2018,3.2,18086
6760,6015,2018,5.8,559
6761,6017,2018,3.7,3324
6762,6019,2018,7.6,33938
6763,6021,2018,6.6,844
6764,6023,2018,3.6,2274
6765,6025,2018,18.8,13406
6766,6027,2018,3.9,341
6767,6029,2018,8.1,31330
6768,6031,2018,7.9,4549
6769,6033,2018,5.3,1546
6770,6035,2018,4.8,477
6771,6037,2018,4.7,236971
6772,6039,2018,7.1,4375
6773,6041,2018,2.4,3420
6774,6043,2018,5.4,411
6775,6045,2018,4,1586
6776,6047,2018,8.5,9742
6777,6049,2018,7.6,240
6778,6051,2018,4.1,343
6779,6053,2018,6.4,14258
6780,6055,2018,3,2196
6781,6057,2018,3.5,1713
6782,6059,2018,3,48066
6783,6061,2018,3.2,5967
6784,6063,2018,7.6,595
6785,6065,2018,4.5,48634
6786,6067,2018,3.9,27409
6787,6069,2018,5.1,1592
6788,6071,2018,4.1,39391
6789,6073,2018,3.4,53393
6790,6075,2018,2.4,13699
6791,6077,2018,6.1,19900
6792,6079,2018,3,4232
6793,6081,2018,2.3,10145
6794,6083,2018,4,8570
6795,6085,2018,2.7,27682
6796,6087,2018,5,7085
6797,6089,2018,5,3722
6798,6091,2018,6.1,78
6799,6093,2018,6.8,1179
6800,6095,2018,4,8285
6801,6097,2018,2.8,7282
6802,6099,2018,6.5,15822
6803,6101,2018,7.7,3442
6804,6103,2018,5.8,1469
6805,6105,2018,5.8,270
6806,6107,2018,9.8,19955
6807,6109,2018,4.7,995
6808,6111,2018,3.8,16266
6809,6113,2018,4.3,4646
6810,6115,2018,6.5,1894
6811,8000,2018,3,93202
6812,8001,2018,3.2,8618
6813,8003,2018,3.7,320
6814,8005,2018,3,10701
6815,8007,2018,3.2,219
6816,8009,2018,1.7,37
6817,8011,2018,3,58
6818,8013,2018,2.6,5063
6819,8014,2018,2.7,1069
6820,8015,2018,2.5,241
6821,8017,2018,1.7,19
6822,8019,2018,2.8,168
6823,8021,2018,3.9,161
6824,8023,2018,4.1,75
6825,8025,2018,4.1,61
6826,8027,2018,3.4,71
6827,8029,2018,3.7,537
6828,8031,2018,2.9,12076
6829,8033,2018,2.7,31
6830,8035,2018,2.6,5046
6831,8037,2018,2.5,903
6832,8039,2018,2.6,389
6833,8041,2018,3.6,12188
6834,8043,2018,4.9,728
6835,8045,2018,3,954
6836,8047,2018,2.3,87
6837,8049,2018,2.5,245
6838,8051,2018,2.3,262
6839,8053,2018,2.5,11
6840,8055,2018,6.2,159
6841,8057,2018,2.4,24
6842,8059,2018,2.8,9247
6843,8061,2018,1.7,16
6844,8063,2018,1.9,82
6845,8065,2018,2.4,117
6846,8067,2018,2.8,886
6847,8069,2018,2.6,5225
6848,8071,2018,4.4,286
6849,8073,2018,2.2,55
6850,8075,2018,2.6,290
6851,8077,2018,3.8,2844
6852,8079,2018,2.5,13
6853,8081,2018,3.4,253
6854,8083,2018,4.5,579
6855,8085,2018,3.4,738
6856,8087,2018,2.7,441
6857,8089,2018,4.7,395
6858,8091,2018,3.2,77
6859,8093,2018,2.6,289
6860,8095,2018,1.8,46
6861,8097,2018,3.5,395
6862,8099,2018,3.1,193
6863,8101,2018,4.5,3406
6864,8103,2018,3.9,115
6865,8105,2018,4.6,248
6866,8107,2018,2.5,405
6867,8109,2018,4.4,154
6868,8111,2018,2.9,15
6869,8113,2018,3.2,177
6870,8115,2018,2.4,29
6871,8117,2018,2,456
6872,8119,2018,3.4,428
6873,8121,2018,2.3,70
6874,8123,2018,2.8,4600
6875,8125,2018,1.9,112
6876,9000,2018,3.9,74387
6877,9001,2018,3.8,18068
6878,9003,2018,4,19383
6879,9005,2018,3.6,3811
6880,9007,2018,3.3,3112
6881,9009,2018,4.2,19188
6882,9011,2018,3.8,5152
6883,9013,2018,3.4,2946
6884,9015,2018,4.3,2731
6885,10000,2018,3.7,17763
6886,10001,2018,4.1,3181
6887,10003,2018,3.6,10685
6888,10005,2018,3.7,3896
6889,11000,2018,5.7,23165
6890,11001,2018,5.7,23165
6891,12000,2018,3.6,367762
6892,12001,2018,3.3,4572
6893,12003,2018,3.5,407
6894,12005,2018,4.1,3628
6895,12007,2018,3.4,383
6896,12009,2018,3.6,9942
6897,12011,2018,3.4,35454
6898,12013,2018,4.3,214
6899,12015,2018,4.1,2904
6900,12017,2018,5.3,2532
6901,12019,2018,3.4,3564
6902,12021,2018,3.5,6265
6903,12023,2018,3.8,1131
6904,12027,2018,4,551
6905,12029,2018,4.3,247
6906,12031,2018,3.7,17781
6907,12033,2018,3.7,5219
6908,12035,2018,4.2,1952
6909,12037,2018,3.6,168
6910,12039,2018,4.6,853
6911,12041,2018,3.8,269
6912,12043,2018,4,210
6913,12045,2018,4.6,273
6914,12047,2018,4.3,186
6915,12049,2018,5.3,468
6916,12051,2018,6.2,975
6917,12053,2018,4.6,3270
6918,12055,2018,4.9,1804
6919,12057,2018,3.5,25522
6920,12059,2018,4,277
6921,12061,2018,4.4,2857
6922,12063,2018,4.1,703
6923,12065,2018,3.9,215
6924,12067,2018,3.4,96
6925,12069,2018,3.6,5639
6926,12071,2018,3.5,11948
6927,12073,2018,3.4,5305
6928,12075,2018,4,666
6929,12077,2018,4,104
6930,12079,2018,4,290
6931,12081,2018,3.5,6202
6932,12083,2018,4.4,5966
6933,12085,2018,3.6,2631
6934,12086,2018,3.6,48610
6935,12087,2018,2.6,1175
6936,12089,2018,3.3,1326
6937,12091,2018,3.1,2911
6938,12093,2018,3.8,669
6939,12095,2018,3.3,24579
6940,12097,2018,3.7,6741
6941,12099,2018,3.7,26582
6942,12101,2018,3.9,9183
6943,12103,2018,3.4,16406
6944,12105,2018,4.2,12572
6945,12107,2018,5,1325
6946,12109,2018,3,3841
6947,12111,2018,4.5,6409
6948,12113,2018,3.4,2755
6949,12115,2018,3.5,6480
6950,12117,2018,3.3,8209
6951,12119,2018,5.2,1642
6952,12121,2018,3.8,684
6953,12123,2018,3.9,336
6954,12125,2018,3.3,152
6955,12127,2018,3.8,9684
6956,12129,2018,3.2,472
6957,12131,2018,3.2,992
6958,12133,2018,3.9,384
6959,13000,2018,4,205769
6960,13001,2018,4.4,397
6961,13003,2018,3.6,156
6962,13005,2018,3.8,194
6963,13007,2018,5.3,62
6964,13009,2018,5,890
6965,13011,2018,3.2,306
6966,13013,2018,3.3,1344
6967,13015,2018,3.9,1939
6968,13017,2018,6,328
6969,13019,2018,4.2,317
6970,13021,2018,4.6,3183
6971,13023,2018,5.9,271
6972,13025,2018,4.6,336
6973,13027,2018,4,280
6974,13029,2018,3.4,630
6975,13031,2018,4.3,1610
6976,13033,2018,6.2,574
6977,13035,2018,4.1,444
6978,13037,2018,4.3,96
6979,13039,2018,4.3,893
6980,13043,2018,3.5,186
6981,13045,2018,4.1,2244
6982,13047,2018,3.5,1160
6983,13049,2018,4.4,212
6984,13051,2018,3.8,5322
6985,13053,2018,5.6,114
6986,13055,2018,4.1,436
6987,13057,2018,3.2,4287
6988,13059,2018,4,2466
6989,13061,2018,7.6,65
6990,13063,2018,5,6852
6991,13065,2018,4.6,127
6992,13067,2018,3.5,14733
6993,13069,2018,4.6,861
6994,13071,2018,3.8,823
6995,13073,2018,3.5,2674
6996,13075,2018,3.8,301
6997,13077,2018,3.5,2596
6998,13079,2018,4.2,241
6999,13081,2018,4.9,463
7000,13083,2018,3.7,305
7001,13085,2018,3.4,415
7002,13087,2018,4.7,546
7003,13089,2018,4.1,16374
7004,13091,2018,5.3,378
7005,13093,2018,4.7,243
7006,13095,2018,5.5,2111
7007,13097,2018,4.2,3078
7008,13099,2018,4.7,213
7009,13101,2018,3.2,62
7010,13103,2018,3.3,1028
7011,13105,2018,4.9,383
7012,13107,2018,6,502
7013,13109,2018,3.7,184
7014,13111,2018,4,456
7015,13113,2018,3.6,2050
7016,13115,2018,4.4,1935
7017,13117,2018,3.2,3901
7018,13119,2018,3.9,392
7019,13121,2018,4.1,22826
7020,13123,2018,4.3,513
7021,13125,2018,4.2,54
7022,13127,2018,3.8,1503
7023,13129,2018,3.9,1081
7024,13131,2018,3.9,417
7025,13133,2018,4.3,306
7026,13135,2018,3.6,17476
7027,13137,2018,3.8,739
7028,13139,2018,3.3,3326
7029,13141,2018,6.1,150
7030,13143,2018,3.9,491
7031,13145,2018,3.5,585
7032,13147,2018,3.7,435
7033,13149,2018,3.9,206
7034,13151,2018,4.2,4834
7035,13153,2018,4.1,2874
7036,13155,2018,5.7,191
7037,13157,2018,3.1,1140
7038,13159,2018,3.6,246
7039,13161,2018,4.9,300
7040,13163,2018,5.4,363
7041,13165,2018,5.4,173
7042,13167,2018,4,164
7043,13169,2018,3.7,517
7044,13171,2018,4.7,387
7045,13173,2018,4.5,172
7046,13175,2018,4.9,951
7047,13177,2018,3.6,539
7048,13179,2018,4.3,1124
7049,13181,2018,5,181
7050,13183,2018,4,325
7051,13185,2018,4.1,2146
7052,13187,2018,3.6,606
7053,13189,2018,5.7,506
7054,13191,2018,4.1,254
7055,13193,2018,6.3,297
7056,13195,2018,3.6,492
7057,13197,2018,5.2,177
7058,13199,2018,5.1,452
7059,13201,2018,3.7,104
7060,13205,2018,5.5,460
7061,13207,2018,3.7,490
7062,13209,2018,5.8,226
7063,13211,2018,3.6,334
7064,13213,2018,5.4,863
7065,13215,2018,5.2,4089
7066,13217,2018,4.6,2369
7067,13219,2018,3,605
7068,13221,2018,3.8,268
7069,13223,2018,3.5,2990
7070,13225,2018,5.3,625
7071,13227,2018,3.6,548
7072,13229,2018,3.8,336
7073,13231,2018,3.7,324
7074,13233,2018,4.3,793
7075,13235,2018,4.4,179
7076,13237,2018,5.1,418
7077,13239,2018,5.7,47
7078,13241,2018,4.1,290
7079,13243,2018,5.6,140
7080,13245,2018,5.3,4542
7081,13247,2018,4.5,2003
7082,13249,2018,4.7,103
7083,13251,2018,5.5,290
7084,13253,2018,5.4,165
7085,13255,2018,4.8,1372
7086,13257,2018,4.6,510
7087,13259,2018,4.9,116
7088,13261,2018,6,768
7089,13263,2018,5.1,145
7090,13265,2018,5.4,31
7091,13267,2018,4.3,414
7092,13269,2018,6.6,183
7093,13271,2018,6.8,298
7094,13273,2018,6.8,243
7095,13275,2018,4.8,805
7096,13277,2018,4.1,787
7097,13279,2018,5.9,702
7098,13281,2018,5.7,223
7099,13283,2018,5.9,160
7100,13285,2018,3.7,1374
7101,13287,2018,5.1,163
7102,13289,2018,6,176
7103,13291,2018,3.7,385
7104,13293,2018,4.5,508
7105,13295,2018,3.9,1228
7106,13297,2018,3.6,1661
7107,13299,2018,4,621
7108,13301,2018,5,138
7109,13303,2018,5.1,364
7110,13305,2018,4.7,540
7111,13307,2018,6.3,63
7112,13309,2018,7.5,125
7113,13311,2018,3.1,500
7114,13313,2018,4.8,2182
7115,13315,2018,5.3,143
7116,13317,2018,4.7,181
7117,13319,2018,4.5,173
7118,13321,2018,4.5,405
7119,15000,2018,2.4,15937
7120,15001,2018,2.8,2630
7121,15003,2018,2.3,10403
7122,15005,2018,0,0
7123,15007,2018,2.4,874
7124,15009,2018,2.3,2031
7125,16000,2018,2.8,24045
7126,16001,2018,2.4,5982
7127,16003,2018,5.4,92
7128,16005,2018,2.7,1129
7129,16007,2018,2.8,80
7130,16009,2018,4.5,179
7131,16011,2018,2.7,624
7132,16013,2018,2.3,289
7133,16015,2018,4.1,140
7134,16017,2018,4,793
7135,16019,2018,2.4,1310
7136,16021,2018,4.3,227
7137,16023,2018,3.2,44
7138,16025,2018,2.3,16
7139,16027,2018,3.1,3075
7140,16029,2018,2.7,106
7141,16031,2018,2.2,258
7142,16033,2018,2.9,11
7143,16035,2018,6.7,194
7144,16037,2018,3.9,86
7145,16039,2018,3.2,367
7146,16041,2018,2.1,146
7147,16043,2018,2.4,185
7148,16045,2018,3.4,274
7149,16047,2018,2.4,191
7150,16049,2018,4.6,294
7151,16051,2018,2.2,303
7152,16053,2018,2.5,299
7153,16055,2018,3.4,2664
7154,16057,2018,2.4,493
7155,16059,2018,4.4,153
7156,16061,2018,5.5,89
7157,16063,2018,3.4,91
7158,16065,2018,1.7,366
7159,16067,2018,2.5,272
7160,16069,2018,2.7,567
7161,16071,2018,2.1,50
7162,16073,2018,3.6,192
7163,16075,2018,3.5,408
7164,16077,2018,2.9,117
7165,16079,2018,5.7,286
7166,16081,2018,2.2,142
7167,16083,2018,2.7,1080
7168,16085,2018,3.7,198
7169,16087,2018,4.1,187
7170,17000,2018,4.4,282965
7171,17001,2018,3.8,1258
7172,17003,2018,8.1,168
7173,17005,2018,4.3,338
7174,17007,2018,5.7,1515
7175,17009,2018,2.6,75
7176,17011,2018,4.9,862
7177,17013,2018,5.1,120
7178,17015,2018,4.4,331
7179,17017,2018,4.4,273
7180,17019,2018,4.3,4632
7181,17021,2018,5.2,772
7182,17023,2018,5.3,416
7183,17025,2018,5.2,347
7184,17027,2018,3.5,722
7185,17029,2018,4.7,1130
7186,17031,2018,4.2,109653
7187,17033,2018,5.3,466
7188,17035,2018,4,243
7189,17037,2018,4.4,2416
7190,17039,2018,5,380
7191,17041,2018,4,416
7192,17043,2018,3.3,16568
7193,17045,2018,4.7,441
7194,17047,2018,4.6,129
7195,17049,2018,3.7,711
7196,17051,2018,5.2,507
7197,17053,2018,4.7,302
7198,17055,2018,6.1,1034
7199,17057,2018,6.1,938
7200,17059,2018,5.9,145
7201,17061,2018,4.8,291
7202,17063,2018,4.9,1245
7203,17065,2018,4.3,195
7204,17067,2018,4.6,395
7205,17069,2018,7.4,99
7206,17071,2018,4.8,177
7207,17073,2018,5,1244
7208,17075,2018,4.4,640
7209,17077,2018,4.5,1260
7210,17079,2018,4.9,228
7211,17081,2018,5.2,925
7212,17083,2018,4.8,528
7213,17085,2018,4.3,475
7214,17087,2018,7.5,310
7215,17089,2018,4.9,13324
7216,17091,2018,5.4,3033
7217,17093,2018,3.6,2494
7218,17095,2018,5.2,1162
7219,17097,2018,4.5,16955
7220,17099,2018,5.7,3214
7221,17101,2018,6.2,373
7222,17103,2018,4.3,776
7223,17105,2018,4.3,719
7224,17107,2018,4.6,598
7225,17109,2018,4.9,658
7226,17111,2018,3.6,6047
7227,17113,2018,4.1,3663
7228,17115,2018,5.5,2757
7229,17117,2018,4.8,1120
7230,17119,2018,4.5,6036
7231,17121,2018,4.9,869
7232,17123,2018,5.2,285
7233,17125,2018,5.9,374
7234,17127,2018,6.9,395
7235,17129,2018,4.1,265
7236,17131,2018,5.2,423
7237,17133,2018,3.4,641
7238,17135,2018,5.8,696
7239,17137,2018,4.4,719
7240,17139,2018,3.8,283
7241,17141,2018,4.9,1260
7242,17143,2018,5.5,4789
7243,17145,2018,5.9,501
7244,17147,2018,4.2,360
7245,17149,2018,4.8,346
7246,17151,2018,6,106
7247,17153,2018,8,166
7248,17155,2018,5.2,159
7249,17157,2018,4.3,619
7250,17159,2018,4.6,347
7251,17161,2018,5.2,3703
7252,17163,2018,5,6361
7253,17165,2018,6.4,634
7254,17167,2018,4.4,4471
7255,17169,2018,4.4,146
7256,17171,2018,5.1,128
7257,17173,2018,4.2,455
7258,17175,2018,6.2,161
7259,17177,2018,4.6,1028
7260,17179,2018,4.8,3142
7261,17181,2018,6.4,476
7262,17183,2018,6.1,2053
