id,fips,econ_year,num_civ_labor_force,num_employed
18838,46079,2020,6485,6239
18839,46081,2020,13567,12726
18840,46083,2020,35711,34417
18841,46085,2020,1648,1554
18842,46087,2020,3076,2963
18843,46089,2020,1010,958
18844,46091,2020,2429,2313
18845,46093,2020,13918,13235
18846,46095,2020,708,664
18847,46097,2020,1144,1089
18848,46099,2020,113168,108033
18849,46101,2020,4008,3797
18850,46102,2020,3677,3304
18851,46103,2020,57094,54074
18852,46105,2020,1382,1330
18853,46107,2020,1019,986
18854,46109,2020,4807,4499
18855,46111,2020,1159,1112
18856,46115,2020,3111,2985
18857,46117,2020,1891,1817
18858,46119,2020,789,767
18859,46121,2020,3066,2869
18860,46123,2020,3013,2919
18861,46125,2020,4650,4467
18862,46127,2020,8522,8088
18863,46129,2020,2132,2001
18864,46135,2020,11761,11220
18865,46137,2020,944,899
18866,47000,2020,3289426,3043894
18867,47001,2020,34360,32049
18868,47003,2020,20956,19293
18869,47005,2020,6714,6165
18870,47007,2020,4264,3897
18871,47009,2020,63505,59440
18872,47011,2020,52651,49151
18873,47013,2020,14717,13597
18874,47015,2020,6506,6083
18875,47017,2020,11851,10977
18876,47019,2020,23655,22001
18877,47021,2020,21313,20113
18878,47023,2020,8390,7912
18879,47025,2020,12727,11838
18880,47027,2020,2721,2500
18881,47029,2020,14713,13205
18882,47031,2020,25612,23620
18883,47033,2020,6836,6436
18884,47035,2020,22733,20988
18885,47037,2020,402058,369787
18886,47039,2020,4455,4072
18887,47041,2020,7651,6957
18888,47043,2020,26354,24799
18889,47045,2020,15879,14603
18890,47047,2020,18987,17774
18891,47049,2020,7503,7014
18892,47051,2020,19782,18213
18893,47053,2020,21795,20274
18894,47055,2020,14634,13408
18895,47057,2020,9480,8793
18896,47059,2020,28769,26372
18897,47061,2020,5131,4629
18898,47063,2020,28020,26027
18899,47065,2020,182352,169337
18900,47067,2020,2147,1966
18901,47069,2020,9318,8552
18902,47071,2020,10276,9548
18903,47073,2020,23468,21663
18904,47075,2020,7777,7084
18905,47077,2020,12010,11051
18906,47079,2020,13668,12642
18907,47081,2020,11103,10458
18908,47083,2020,3234,2970
18909,47085,2020,8670,8111
18910,47087,2020,4740,4363
18911,47089,2020,24697,22853
18912,47091,2020,7682,7186
18913,47093,2020,242643,228282
18914,47095,2020,1691,1542
18915,47097,2020,9737,8846
18916,47099,2020,19092,17603
18917,47101,2020,5325,4924
18918,47103,2020,16026,14655
18919,47105,2020,23572,22072
18920,47107,2020,23393,21579
18921,47109,2020,8348,7622
18922,47111,2020,11156,10428
18923,47113,2020,49028,45343
18924,47115,2020,12344,11409
18925,47117,2020,15374,13978
18926,47119,2020,49915,45854
18927,47121,2020,5195,4746
18928,47123,2020,20090,18479
18929,47125,2020,86234,79666
18930,47127,2020,3610,3416
18931,47129,2020,7654,7153
18932,47131,2020,12180,11322
18933,47133,2020,9689,9074
18934,47135,2020,2989,2705
18935,47137,2020,2241,2104
18936,47139,2020,7455,6943
18937,47141,2020,34970,32661
18938,47143,2020,13011,11732
18939,47145,2020,23021,21508
18940,47147,2020,37300,35018
18941,47149,2020,184368,171731
18942,47151,2020,8170,7470
18943,47153,2020,6146,5664
18944,47155,2020,53721,48540
18945,47157,2020,447769,404507
18946,47159,2020,9259,8701
18947,47161,2020,5412,5053
18948,47163,2020,69352,64370
18949,47165,2020,102069,95424
18950,47167,2020,27498,25612
18951,47169,2020,5383,5055
18952,47171,2020,7083,6497
18953,47173,2020,7610,7088
18954,47175,2020,2011,1836
18955,47177,2020,17076,15564
18956,47179,2020,59783,55928
18957,47181,2020,6414,5957
18958,47183,2020,15456,14554
18959,47185,2020,12011,11155
18960,47187,2020,126997,120874
18961,47189,2020,76694,71882
18962,48000,2020,13983319,12915337
18963,48001,2020,23325,22013
18964,48003,2020,9220,8466
18965,48005,2020,35495,32783
18966,48007,2020,9058,8291
18967,48009,2020,3911,3703
18968,48011,2020,914,875
18969,48013,2020,21822,19979
18970,48015,2020,13638,12741
18971,48017,2020,2440,2323
18972,48019,2020,9835,9261
18973,48021,2020,42573,40016
18974,48023,2020,1767,1705
18975,48025,2020,9906,8932
18976,48027,2020,144558,134459
18977,48029,2020,942127,871017
18978,48031,2020,6573,6322
18979,48033,2020,430,416
18980,48035,2020,8330,7876
18981,48037,2020,38755,35891
18982,48039,2020,177709,162442
18983,48041,2020,116599,110366
18984,48043,2020,4083,3811
18985,48045,2020,567,540
18986,48047,2020,2601,2323
18987,48049,2020,15245,14253
18988,48051,2020,8180,7661
18989,48053,2020,23686,22567
18990,48055,2020,19322,18096
18991,48057,2020,11995,11296
18992,48059,2020,5979,5654
18993,48061,2020,169074,151855
18994,48063,2020,5008,4639
18995,48065,2020,2930,2808
18996,48067,2020,12269,11299
18997,48069,2020,3320,3200
18998,48071,2020,19836,17944
18999,48073,2020,21303,19624
19000,48075,2020,3054,2940
19001,48077,2020,4793,4528
19002,48079,2020,1114,1035
19003,48081,2020,1374,1298
19004,48083,2020,2886,2673
19005,48085,2020,570623,534617
19006,48087,2020,1081,1035
19007,48089,2020,9693,9155
19008,48091,2020,74950,70311
19009,48093,2020,5618,5309
19010,48095,2020,1320,1261
19011,48097,2020,19370,18001
19012,48099,2020,23974,22401
19013,48101,2020,570,542
19014,48103,2020,1624,1403
19015,48105,2020,1559,1421
19016,48107,2020,2389,2265
19017,48109,2020,1150,1075
19018,48111,2020,3750,3645
19019,48113,2020,1355033,1251192
19020,48115,2020,4558,4160
19021,48117,2020,8567,8257
19022,48119,2020,2401,2268
19023,48121,2020,503962,471296
19024,48123,2020,9253,8695
19025,48125,2020,671,629
19026,48127,2020,6487,6074
19027,48129,2020,1423,1360
19028,48131,2020,4864,4275
19029,48133,2020,7390,6893
19030,48135,2020,82852,73736
19031,48137,2020,1251,1207
19032,48139,2020,93578,87937
19033,48141,2020,364085,333991
19034,48143,2020,20013,18863
19035,48145,2020,6531,6141
19036,48147,2020,16772,15984
19037,48149,2020,11793,11238
19038,48151,2020,1605,1533
19039,48153,2020,2516,2361
19040,48155,2020,576,552
19041,48157,2020,394948,364410
19042,48159,2020,4827,4570
19043,48161,2020,6348,5820
19044,48163,2020,9537,8996
19045,48165,2020,9720,9177
19046,48167,2020,164608,150218
19047,48169,2020,2020,1883
19048,48171,2020,13265,12630
19049,48173,2020,797,768
19050,48175,2020,3161,2917
19051,48177,2020,9561,9046
19052,48179,2020,7783,7150
19053,48181,2020,64214,60453
19054,48183,2020,56565,51883
19055,48185,2020,11082,10191
19056,48187,2020,80610,75677
19057,48189,2020,11826,11027
19058,48191,2020,1076,1014
19059,48193,2020,3759,3589
19060,48195,2020,2502,2415
19061,48197,2020,1710,1635
19062,48199,2020,25019,22768
19063,48201,2020,2292759,2088449
19064,48203,2020,29133,26843
19065,48205,2020,2633,2579
19066,48207,2020,2653,2539
19067,48209,2020,121304,113639
19068,48211,2020,1850,1768
19069,48213,2020,37123,34746
19070,48215,2020,359969,318076
19071,48217,2020,16294,15271
19072,48219,2020,10671,9826
19073,48221,2020,27578,25745
19074,48223,2020,17484,16589
19075,48225,2020,10010,9481
19076,48227,2020,13502,12409
19077,48229,2020,1855,1706
19078,48231,2020,43506,40659
19079,48233,2020,8539,7926
19080,48235,2020,752,707
19081,48237,2020,3393,3155
19082,48239,2020,7329,6907
19083,48241,2020,12883,11440
19084,48243,2020,975,925
19085,48245,2020,105592,93022
19086,48247,2020,1891,1711
19087,48249,2020,16127,14033
19088,48251,2020,82931,77541
19089,48253,2020,5738,5337
19090,48255,2020,7007,6567
19091,48257,2020,67263,62886
19092,48259,2020,22123,21007
19093,48261,2020,184,174
19094,48263,2020,458,440
19095,48265,2020,21636,20365
19096,48267,2020,1809,1717
19097,48269,2020,236,232
19098,48271,2020,1312,1233
19099,48273,2020,13402,12277
19100,48275,2020,1454,1372
19101,48277,2020,23507,21989
19102,48279,2020,5234,4960
19103,48281,2020,9041,8556
19104,48283,2020,3693,3442
19105,48285,2020,8406,7965
19106,48287,2020,9158,8706
19107,48289,2020,6121,5644
19108,48291,2020,33582,30011
19109,48293,2020,8363,7767
19110,48295,2020,1541,1477
19111,48297,2020,5177,4791
19112,48299,2020,8479,7993
19113,48301,2020,289,284
19114,48303,2020,156625,147629
19115,48305,2020,2740,2591
19116,48307,2020,3260,3016
19117,48309,2020,120347,112937
19118,48311,2020,727,707
19119,48313,2020,4462,4141
19120,48315,2020,4271,3920
19121,48317,2020,2546,2391
19122,48319,2020,1726,1630
19123,48321,2020,16529,14792
19124,48323,2020,24494,20821
19125,48325,2020,21461,20110
19126,48327,2020,866,821
19127,48329,2020,98237,90313
19128,48331,2020,9750,9054
19129,48333,2020,1889,1811
19130,48335,2020,2381,2192
19131,48337,2020,9081,8479
19132,48339,2020,284994,263501
19133,48341,2020,10578,10180
19134,48343,2020,4793,4248
19135,48345,2020,437,417
19136,48347,2020,27987,26145
19137,48349,2020,23245,21803
19138,48351,2020,5054,4497
19139,48353,2020,7151,6774
19140,48355,2020,163920,149232
19141,48357,2020,4071,3835
19142,48359,2020,890,855
19143,48361,2020,36027,32241
19144,48363,2020,13267,12339
19145,48365,2020,9437,8645
19146,48367,2020,68141,64129
19147,48369,2020,4915,4788
19148,48371,2020,6517,5987
19149,48373,2020,18357,16755
19150,48375,2020,54150,51189
19151,48377,2020,3231,2755
19152,48379,2020,6027,5744
19153,48381,2020,72380,69134
19154,48383,2020,1815,1639
19155,48385,2020,1072,1000
19156,48387,2020,5144,4817
19157,48389,2020,8858,8227
19158,48391,2020,3083,2831
19159,48393,2020,414,395
19160,48395,2020,7345,6875
19161,48397,2020,53209,50009
19162,48399,2020,4529,4306
19163,48401,2020,22127,20508
19164,48403,2020,3923,3500
19165,48405,2020,3020,2730
19166,48407,2020,11650,10710
19167,48409,2020,29221,26223
19168,48411,2020,2193,2079
19169,48413,2020,1209,1125
19170,48415,2020,6251,5739
19171,48417,2020,1782,1688
19172,48419,2020,11274,10502
19173,48421,2020,1307,1267
19174,48423,2020,108544,101201
19175,48425,2020,4328,4048
19176,48427,2020,26319,21760
19177,48429,2020,4020,3775
19178,48431,2020,560,524
19179,48433,2020,576,547
19180,48435,2020,1229,1109
19181,48437,2020,2533,2401
19182,48439,2020,1082822,1003269
19183,48441,2020,66148,62540
19184,48443,2020,393,375
19185,48445,2020,4840,4486
19186,48447,2020,635,604
19187,48449,2020,13303,12412
19188,48451,2020,53742,50336
19189,48453,2020,741012,694433
19190,48455,2020,5313,4884
19191,48457,2020,7372,6645
19192,48459,2020,17448,16103
19193,48461,2020,1835,1732
19194,48463,2020,11333,10605
19195,48465,2020,22589,20795
19196,48467,2020,26130,24529
19197,48469,2020,41172,37761
19198,48471,2020,24085,22343
19199,48473,2020,23804,21958
19200,48475,2020,6171,5589
19201,48477,2020,15329,14463
19202,48479,2020,116195,106376
19203,48481,2020,21376,19928
19204,48483,2020,2226,2092
19205,48485,2020,55306,51620
19206,48487,2020,4949,4659
19207,48489,2020,6597,5807
19208,48491,2020,318447,299801
19209,48493,2020,24473,23077
19210,48495,2020,4039,3663
19211,48497,2020,32140,30041
19212,48499,2020,17919,16740
19213,48501,2020,3528,3107
19214,48503,2020,7803,7393
19215,48505,2020,4600,4029
19216,48507,2020,3430,2946
19217,49000,2020,1632215,1555782
19218,49001,2020,2831,2719
19219,49003,2020,26424,25272
19220,49005,2020,65407,63497
19221,49007,2020,8575,8130
19222,49009,2020,401,383
19223,49011,2020,175905,168737
19224,49013,2020,7782,7179
19225,49015,2020,4372,4166
19226,49017,2020,2634,2365
19227,49019,2020,6161,5574
19228,49021,2020,24994,23879
19229,49023,2020,5881,5709
19230,49025,2020,3835,3629
19231,49027,2020,5941,5749
19232,49029,2020,5561,5375
19233,49031,2020,477,447
19234,49033,2020,1162,1122
19235,49035,2020,642357,609766
19236,49037,2020,5457,4903
19237,49039,2020,12640,12168
19238,49041,2020,9811,9395
19239,49043,2020,24314,22554
19240,49045,2020,35084,33417
19241,49047,2020,13385,12157
19242,49049,2020,314022,302248
19243,49051,2020,16269,15223
19244,49053,2020,79208,75007
19245,49055,2020,1428,1320
19246,49057,2020,129907,123697
19247,50000,2020,330058,311645
19248,50001,2020,19936,18947
19249,50003,2020,17132,16004
19250,50005,2020,14156,13337
19251,50007,2020,93110,88659
19252,50009,2020,2596,2426
19253,50011,2020,26329,24946
19254,50013,2020,4003,3766
19255,50015,2020,13376,12328
19256,50017,2020,15395,14652
19257,50019,2020,12702,11694
19258,50021,2020,29383,27352
19259,50023,2020,33025,31429
19260,50025,2020,21014,19687
19261,50027,2020,27903,26420
19262,51000,2020,4346644,4075237
19263,51001,2020,16052,15011
19264,51003,2020,55794,52792
19265,51005,2020,6820,6376
19266,51007,2020,6202,5845
19267,51009,2020,14695,13872
19268,51011,2020,7046,6636
19269,51013,2020,151080,144307
19270,51015,2020,37046,35344
19271,51017,2020,2290,2063
19272,51019,2020,37737,35800
19273,51021,2020,2811,2653
19274,51023,2020,17140,16363
19275,51025,2020,5951,5477
19276,51027,2020,6450,5836
19277,51029,2020,6317,5850
19278,51031,2020,25507,24001
19279,51033,2020,15004,13995
19280,51035,2020,13153,12078
19281,51036,2020,3610,3375
19282,51037,2020,5084,4799
19283,51041,2020,186087,175116
19284,51043,2020,7498,7157
19285,51045,2020,2286,2170
19286,51047,2020,24511,23297
19287,51049,2020,4569,4289
19288,51051,2020,4746,4368
19289,51053,2020,13439,12578
19290,51057,2020,5488,5106
19291,51059,2020,628397,591882
19292,51061,2020,36812,35091
19293,51063,2020,8054,7645
19294,51065,2020,13723,13001
19295,51067,2020,25985,24563
19296,51069,2020,48636,46376
19297,51071,2020,7739,7255
19298,51073,2020,19249,18204
19299,51075,2020,11142,10600
19300,51077,2020,8104,7644
19301,51079,2020,10198,9664
19302,51081,2020,4239,3952
19303,51083,2020,15176,14109
19304,51085,2020,57934,55136
19305,51087,2020,180321,168617
19306,51089,2020,23810,21994
19307,51091,2020,1239,1193
19308,51093,2020,19092,18115
19309,51095,2020,36558,34031
19310,51097,2020,3867,3669
19311,51099,2020,13819,13202
19312,51101,2020,9067,8576
19313,51103,2020,5370,4981
19314,51105,2020,8304,7772
19315,51107,2020,223194,211258
19316,51109,2020,19944,18909
19317,51111,2020,5266,4988
19318,51113,2020,7306,7026
19319,51115,2020,4052,3852
19320,51117,2020,12679,11818
19321,51119,2020,5134,4872
19322,51121,2020,48670,46340
19323,51125,2020,7304,6895
19324,51127,2020,12503,11930
19325,51131,2020,5409,4988
19326,51133,2020,5686,5326
19327,51135,2020,7150,6784
19328,51137,2020,17061,16102
19329,51139,2020,12021,11147
19330,51141,2020,7235,6739
19331,51143,2020,29943,28010
19332,51145,2020,13976,13299
19333,51147,2020,10067,9415
19334,51149,2020,14897,13928
19335,51153,2020,245929,229901
19336,51155,2020,16092,14824
19337,51157,2020,3688,3521
19338,51159,2020,4048,3851
19339,51161,2020,48720,46231
19340,51163,2020,10467,9892
19341,51165,2020,41525,39573
19342,51167,2020,11210,10468
19343,51169,2020,8958,8484
19344,51171,2020,22129,20963
19345,51173,2020,13384,12523
19346,51175,2020,9063,8614
19347,51177,2020,67201,63166
19348,51179,2020,72341,68242
19349,51181,2020,3603,3396
19350,51183,2020,3771,3450
19351,51185,2020,15520,14335
19352,51187,2020,20258,19077
19353,51191,2020,25953,24457
19354,51193,2020,9473,8915
19355,51195,2020,13076,12080
19356,51197,2020,13827,12760
19357,51199,2020,32390,30587
19358,51510,2020,100168,94157
19359,51515,2020,0,0
19360,51520,2020,7316,6750
19361,51530,2020,3114,2935
19362,51540,2020,25424,23785
19363,51550,2020,122036,114556
19364,51570,2020,8480,7877
19365,51580,2020,2412,2181
19366,51590,2020,19250,17379
19367,51595,2020,2344,2083
19368,51600,2020,13038,12304
19369,51610,2020,8284,7970
19370,51620,2020,3640,3332
19371,51630,2020,14020,13017
19372,51640,2020,2881,2658
19373,51650,2020,64604,59090
19374,51660,2020,24259,22712
19375,51670,2020,9811,8758
19376,51678,2020,2049,1906
19377,51680,2020,36015,33405
19378,51683,2020,21684,20278
19379,51685,2020,9483,8835
19380,51690,2020,5670,5051
19381,51700,2020,89715,81929
19382,51710,2020,111825,102074
19383,51720,2020,1660,1536
19384,51730,2020,13459,11582
19385,51735,2020,6249,5988
19386,51740,2020,44701,40428
19387,51750,2020,8457,7922
19388,51760,2020,119962,109370
19389,51770,2020,49174,45388
19390,51775,2020,12671,11938
19391,51790,2020,12247,11480
19392,51800,2020,44546,41643
19393,51810,2020,230322,215991
19394,51820,2020,10700,10002
19395,51830,2020,6705,6153
19396,51840,2020,14912,14041
19397,53000,2020,3914869,3585782
19398,53001,2020,9261,8584
19399,53003,2020,10383,9845
19400,53005,2020,103143,94682
19401,53007,2020,44190,40497
19402,53009,2020,29280,26303
19403,53011,2020,242578,221896
19404,53013,2020,1724,1599
19405,53015,2020,48522,43999
19406,53017,2020,21225,19420
19407,53019,2020,2469,2184
19408,53021,2020,42497,38664
19409,53023,2020,819,750
19410,53025,2020,47442,43247
19411,53027,2020,29055,25653
19412,53029,2020,36303,33305
19413,53031,2020,13081,11850
19414,53033,2020,1286608,1190168
19415,53035,2020,129092,119140
19416,53037,2020,22085,20087
19417,53039,2020,9810,9002
19418,53041,2020,35103,31819
19419,53043,2020,4681,4363
19420,53045,2020,25517,23009
19421,53047,2020,19581,17822
19422,53049,2020,8524,7610
19423,53051,2020,4958,4428
19424,53053,2020,450196,406822
19425,53055,2020,8379,7714
19426,53057,2020,62498,56374
19427,53059,2020,5515,5006
19428,53061,2020,441156,403863
19429,53063,2020,257308,234789
19430,53065,2020,18545,16799
19431,53067,2020,144312,132365
19432,53069,2020,1409,1285
19433,53071,2020,30165,28096
19434,53073,2020,114716,103992
19435,53075,2020,21984,20683
19436,53077,2020,130759,118071
19437,54000,2020,792156,726023
19438,54001,2020,7335,6729
19439,54003,2020,58337,54709
19440,54005,2020,7469,6685
19441,54007,2020,5220,4678
19442,54009,2020,9901,9012
19443,54011,2020,41946,38604
19444,54013,2020,2535,2128
19445,54015,2020,3153,2759
19446,54017,2020,3847,3605
19447,54019,2020,16264,14642
19448,54021,2020,2342,2106
19449,54023,2020,5969,5580
19450,54025,2020,15680,14416
19451,54027,2020,10847,10253
19452,54029,2020,13131,11814
19453,54031,2020,5865,5445
19454,54033,2020,34090,31381
19455,54035,2020,12780,11684
19456,54037,2020,30084,28298
19457,54039,2020,82800,75431
19458,54041,2020,6337,5649
19459,54043,2020,7293,6564
19460,54045,2020,11181,9820
19461,54047,2020,4478,3914
19462,54049,2020,25363,23168
19463,54051,2020,13610,12260
19464,54053,2020,10356,9479
19465,54055,2020,20957,18989
19466,54057,2020,12249,11323
19467,54059,2020,6862,5884
19468,54061,2020,54613,51146
19469,54063,2020,6079,5648
19470,54065,2020,8362,7857
19471,54067,2020,9571,8587
19472,54069,2020,20439,18715
19473,54071,2020,3710,3529
19474,54073,2020,2720,2417
19475,54075,2020,3827,3473
19476,54077,2020,15525,14394
19477,54079,2020,27080,25075
19478,54081,2020,30524,27800
19479,54083,2020,12364,11230
19480,54085,2020,4399,4031
19481,54087,2020,5128,4490
19482,54089,2020,4376,4033
19483,54091,2020,7816,7240
19484,54093,2020,3292,3013
19485,54095,2020,3173,2845
19486,54097,2020,9650,8726
19487,54099,2020,15838,14510
19488,54101,2020,3328,3016
19489,54103,2020,6747,6083
19490,54105,2020,2282,2037
19491,54107,2020,36445,33221
19492,54109,2020,6591,5901
19493,55000,2020,3065402,2872609
19494,55001,2020,8047,7281
19495,55003,2020,7686,7035
19496,55005,2020,23873,22413
19497,55007,2020,7399,6711
19498,55009,2020,140454,132013
19499,55011,2020,6336,5865
19500,55013,2020,7157,6509
19501,55015,2020,27096,25825
19502,55017,2020,32978,30930
19503,55019,2020,17401,16615
19504,55021,2020,31281,29438
19505,55023,2020,7453,6908
19506,55025,2020,319433,304154
19507,55027,2020,47213,44729
19508,55029,2020,14905,13886
19509,55031,2020,22886,20786
19510,55033,2020,23606,22303
19511,55035,2020,58299,55064
19512,55037,2020,2191,2016
19513,55039,2020,56114,52828
19514,55041,2020,3890,3407
19515,55043,2020,27311,25875
19516,55045,2020,20555,19570
19517,55047,2020,9253,8616
19518,55049,2020,13502,12678
19519,55051,2020,2547,2261
19520,55053,2020,9877,8959
19521,55055,2020,45213,42762
19522,55057,2020,13280,12327
19523,55059,2020,88499,82200
19524,55061,2020,10661,10172
19525,55063,2020,64982,61467
19526,55065,2020,9785,9365
19527,55067,2020,9285,8684
19528,55069,2020,14677,13805
19529,55071,2020,40419,37911
19530,55073,2020,72313,68711
19531,55075,2020,19504,17981
19532,55077,2020,7650,7136
19533,55078,2020,1649,1396
19534,55079,2020,463420,425483
19535,55081,2020,23363,22075
19536,55083,2020,20241,18962
19537,55085,2020,17800,16508
19538,55087,2020,102786,97137
19539,55089,2020,47963,45366
19540,55091,2020,4080,3839
19541,55093,2020,24779,23054
19542,55095,2020,24408,22658
19543,55097,2020,37491,35475
19544,55099,2020,6209,5785
19545,55101,2020,97155,90104
19546,55103,2020,9009,8551
19547,55105,2020,84935,78908
19548,55107,2020,6581,6144
19549,55109,2020,49739,46223
19550,55111,2020,34355,31770
19551,55113,2020,7910,7289
19552,55115,2020,20791,19463
19553,55117,2020,61510,57996
19554,55119,2020,10905,10372
19555,55121,2020,15607,14512
19556,55123,2020,14896,14119
19557,55125,2020,10221,9480
19558,55127,2020,56322,52906
19559,55129,2020,7777,7240
19560,55131,2020,75700,71445
19561,55133,2020,220498,208246
19562,55135,2020,25439,24028
19563,55137,2020,11080,10378
19564,55139,2020,91236,86270
19565,55141,2020,34538,32233
19566,56000,2020,296801,279462
19567,56001,2020,19726,18946
19568,56003,2020,5381,5112
19569,56005,2020,23439,21822
19570,56007,2020,8111,7743
19571,56009,2020,8163,7677
19572,56011,2020,3908,3757
19573,56013,2020,19326,18120
19574,56015,2020,6639,6355
19575,56017,2020,2249,2136
19576,56019,2020,4192,3960
19577,56021,2020,50826,48231
19578,56023,2020,9373,8907
19579,56025,2020,40710,37529
19580,56027,2020,1265,1217
19581,56029,2020,15380,14549
19582,56031,2020,4651,4418
19583,56033,2020,16210,15409
19584,56035,2020,4059,3765
19585,56037,2020,20840,19308
19586,56039,2020,15204,14292
19587,56041,2020,9312,8730
19588,56043,2020,4004,3793
19589,56045,2020,3836,3688
19590,72000,2020,0,0
19591,72001,2020,0,0
19592,72003,2020,0,0
19593,72005,2020,0,0
19594,72007,2020,0,0
19595,72009,2020,0,0
19596,72011,2020,0,0
19597,72013,2020,0,0
19598,72015,2020,0,0
19599,72017,2020,0,0
19600,72019,2020,0,0
19601,72021,2020,0,0
19602,72023,2020,0,0
19603,72025,2020,0,0
19604,72027,2020,0,0
19605,72029,2020,0,0
19606,72031,2020,0,0
19607,72033,2020,0,0
19608,72035,2020,0,0
19609,72037,2020,0,0
19610,72039,2020,0,0
19611,72041,2020,0,0
19612,72043,2020,0,0
19613,72045,2020,0,0
19614,72047,2020,0,0
19615,72049,2020,0,0
19616,72051,2020,0,0
19617,72053,2020,0,0
19618,72054,2020,0,0
19619,72055,2020,0,0
19620,72057,2020,0,0
19621,72059,2020,0,0
19622,72061,2020,0,0
19623,72063,2020,0,0
19624,72065,2020,0,0
19625,72067,2020,0,0
19626,72069,2020,0,0
19627,72071,2020,0,0
19628,72073,2020,0,0
19629,72075,2020,0,0
19630,72077,2020,0,0
19631,72079,2020,0,0
19632,72081,2020,0,0
19633,72083,2020,0,0
19634,72085,2020,0,0
19635,72087,2020,0,0
19636,72089,2020,0,0
19637,72091,2020,0,0
19638,72093,2020,0,0
19639,72095,2020,0,0
19640,72097,2020,0,0
19641,72099,2020,0,0
19642,72101,2020,0,0
19643,72103,2020,0,0
19644,72105,2020,0,0
19645,72107,2020,0,0
19646,72109,2020,0,0
19647,72111,2020,0,0
19648,72113,2020,0,0
19649,72115,2020,0,0
19650,72117,2020,0,0
19651,72119,2020,0,0
19652,72121,2020,0,0
19653,72123,2020,0,0
19654,72125,2020,0,0
19655,72127,2020,0,0
19656,72129,2020,0,0
19657,72131,2020,0,0
19658,72133,2020,0,0
19659,72135,2020,0,0
19660,72137,2020,0,0
19661,72139,2020,0,0
19662,72141,2020,0,0
19663,72143,2020,0,0
19664,72145,2020,0,0
19665,72147,2020,0,0
19666,72149,2020,0,0
19667,72151,2020,0,0
19668,72153,2020,0,0
19669,0,2019,163140305,157154185
19670,1000,2019,2237278,2169395
19671,1001,2019,26281,25561
19672,1003,2019,97424,94713
19673,1005,2019,8502,8177
19674,1007,2019,8639,8371
19675,1009,2019,25196,24516
19676,1011,2019,4785,4608
19677,1013,2019,9172,8832
19678,1015,2019,46082,44440
19679,1017,2019,15749,15287
19680,1019,2019,11726,11386
19681,1021,2019,19841,19296
19682,1023,2019,4645,4427
19683,1025,2019,7588,7151
19684,1027,2019,6068,5886
19685,1029,2019,5773,5590
19686,1031,2019,21741,21108
19687,1033,2019,23703,22811
19688,1035,2019,4499,4320
19689,1037,2019,4505,4370
19690,1039,2019,15545,15007
19691,1041,2019,6436,6253
19692,1043,2019,38541,37533
19693,1045,2019,20600,19951
19694,1047,2019,14655,13850
19695,1049,2019,31148,30270
19696,1051,2019,37236,36257
19697,1053,2019,14613,14095
19698,1055,2019,42462,41026
19699,1057,2019,6582,6376
19700,1059,2019,14592,14185
19701,1061,2019,10930,10606
19702,1063,2019,2889,2727
19703,1065,2019,6076,5834
19704,1067,2019,6882,6632
19705,1069,2019,46298,44892
19706,1071,2019,23326,22550
19707,1073,2019,316802,307648
19708,1075,2019,5802,5621
19709,1077,2019,42448,41047
19710,1079,2019,14230,13779
19711,1081,2019,76375,74272
19712,1083,2019,44272,43081
19713,1085,2019,3499,3296
19714,1087,2019,7856,7522
19715,1089,2019,184941,180126
19716,1091,2019,7681,7409
19717,1093,2019,12748,12299
19718,1095,2019,44060,42962
19719,1097,2019,188741,181682
19720,1099,2019,7320,6966
19721,1101,2019,106077,102780
19722,1103,2019,58288,56777
19723,1105,2019,3381,3203
19724,1107,2019,7904,7625
19725,1109,2019,15331,14825
19726,1111,2019,9497,9204
19727,1113,2019,23708,23001
19728,1115,2019,40698,39591
19729,1117,2019,116412,113842
19730,1119,2019,4755,4537
19731,1121,2019,35654,34428
19732,1123,2019,18452,17894
19733,1125,2019,104950,102096
19734,1127,2019,25148,24311
19735,1129,2019,6699,6384
19736,1131,2019,2706,2512
19737,1133,2019,10122,9785
19738,2000,2019,353888,334754
19739,2010,2019,0,0
19740,2013,2019,2560,2502
19741,2016,2019,3657,3544
19742,2020,2019,149118,142485
19743,2050,2019,7098,6283
19744,2060,2019,451,427
19745,2068,2019,1102,1021
19746,2070,2019,1987,1847
19747,2090,2019,45510,43373
19748,2100,2019,1133,1043
19749,2105,2019,1193,1074
19750,2110,2019,17302,16625
19751,2122,2019,26551,24947
19752,2130,2019,7022,6637
19753,2150,2019,5988,5695
19754,2158,2019,2652,2186
19755,2164,2019,710,647
19756,2170,2019,48361,45432
19757,2180,2019,4032,3637
19758,2185,2019,3561,3360
19759,2188,2019,2908,2542
19760,2195,2019,1414,1304
19761,2198,2019,2889,2631
19762,2201,2019,0,0
19763,2220,2019,4419,4258
19764,2230,2019,784,715
19765,2232,2019,0,0
19766,2240,2019,2879,2652
19767,2261,2019,4877,4551
19768,2275,2019,1034,965
19769,2280,2019,0,0
19770,2282,2019,252,235
19771,2290,2019,2445,2137
19772,4000,2019,3538723,3366660
19773,4001,2019,20432,18373
19774,4003,2019,50300,47381
19775,4005,2019,77107,72664
19776,4007,2019,21410,20191
19777,4009,2019,15427,14665
19778,4011,2019,4482,4302
19779,4012,2019,9283,8727
19780,4013,2019,2298810,2202716
19781,4015,2019,87211,82093
19782,4017,2019,40720,37641
